,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
secure,1.0255653796140615e-05,0.0,0.0,0.0,1.2776162487895022e-05,0.0,0.0,0.0,4.4899042620883764e-06,2.2059948320431693e-05,0.0,1.4928791085568673e-05,0.0,0.0,1.8001473886870015e-05,1.1607048588597551e-05,8.719634204410058e-06,0.0,0.0,0.0
sustained,1.0255653796140615e-05,0.0,0.0,0.0,6.388199305605811e-06,1.9428154693601842e-05,3.147675992577997e-05,0.0,0.0,5.515251070181008e-06,0.0,0.0,0.0,0.0,6.000699637563077e-06,1.1607048588597551e-05,4.3598720948526405e-06,0.0,0.0,0.0
athletes,1.8190054949475106e-06,3.5813032176730304e-06,3.61870010192539e-05,3.195514606738325e-05,7.930471377321321e-06,3.4458963657344857e-06,0.0,2.0919246760931554e-05,3.981577556233586e-06,9.782186686576446e-07,8.18394640800174e-06,0.0,7.4319241700212675e-06,0.0,3.1928515303132723e-06,2.058697142324266e-06,4.639468918963817e-06,4.958022022793916e-06,2.2166519219357256e-06,1.6636167863315738e-06
require,7.98398605943824e-06,5.23994753996961e-06,0.0,0.0,1.2432419775876891e-05,1.5124340544322572e-05,1.837810869448858e-05,9.18466333023902e-06,6.99068054122597e-06,8.587046181715547e-06,0.0,1.4526996203585998e-05,0.0,0.0,7.007246134948076e-06,9.03600625371398e-06,1.1878954819400439e-05,0.0,1.945714155510042e-05,1.0952660560557465e-05
vow,6.887001749995332e-06,7.90940114888761e-06,1.631178147299792e-05,4.781276234419749e-05,1.0727807177737137e-06,2.175025930867636e-06,0.0,5.282290767183917e-06,1.2566427206348863e-06,2.1609715646837804e-06,1.634717723600324e-05,7.101175168062668e-06,2.3456213715958044e-06,8.646645911072683e-06,2.0153140995184147e-06,2.5987550488015985e-06,7.321690168665989e-07,4.693708493337713e-06,3.4975291584263215e-06,2.625021125791473e-06
experiment,1.0255653796140615e-05,1.3461319467413095e-05,0.0,0.0,6.388199305605811e-06,0.0,0.0,0.0,4.4899042620883764e-06,0.0,0.0,0.0,0.0,0.0,6.000699637563077e-06,1.1607048588597551e-05,4.3598720948526405e-06,0.0,1.2497606390451562e-05,0.0
knows,7.98398605943824e-06,5.23994753996961e-06,1.1351230341249152e-05,0.0,7.4597275713950325e-06,2.2685235911411456e-05,6.126594099019492e-06,0.0,6.99068054122597e-06,1.0733636473953427e-05,0.0,1.4526996203585998e-05,0.0,7.518643925998386e-06,7.007246134948076e-06,4.5181548395283355e-06,6.788231024935497e-06,1.0881207699877396e-05,0.0,0.0
harassment,3.9921114724271684e-06,7.859768264155459e-06,0.0,1.7539582020301853e-05,0.0,0.0,0.0,9.18466333023902e-06,6.99068054122597e-06,8.587046181715547e-06,0.0,1.4526996203585998e-05,1.6310599293822804e-05,7.518643925998386e-06,4.6715785205271165e-06,4.5181548395283355e-06,6.788231024935497e-06,0.0,4.864812993977621e-06,3.651084989508697e-06
absurd,2.1233659905010653e-05,1.3935661785275808e-05,0.0,0.0,1.3226348525113494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thanks,8.937358199851363e-06,0.0,0.0,0.0,5.567039077286933e-06,0.0,1.3715941146989545e-05,0.0,3.91275714556823e-06,9.612451602741953e-06,1.3404645254752044e-05,0.0,0.0,1.6832399197242168e-05,5.2293498958400435e-06,0.0,0.0,0.0,0.0,8.173883568812367e-06
affront,1.5516205209352886e-05,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,1.890814854270337e-05,1.4190731978624252e-05
everything,4.716602563230058e-06,2.3217477182941278e-06,0.0,0.0,5.141299886150471e-06,8.934349102380455e-06,5.4288282419959116e-06,2.7131170301206743e-06,2.0650222818825753e-06,3.8047531527753103e-06,1.7686997169101019e-06,4.291223246766724e-06,1.4450776777558582e-05,2.220980796528416e-06,3.4497397285195458e-06,4.003671949925809e-06,6.0150513228779815e-06,6.428020646779303e-06,2.8739931579834624e-06,3.235377152491249e-06
passion,2.1233659905010653e-05,1.3935661785275808e-05,0.0,0.0,1.3226348525113494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damages,1.0255653796140615e-05,6.73079079768862e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.4899042620883764e-06,0.0,1.5381883317052502e-05,0.0,0.0,0.0,6.000699637563077e-06,0.0,4.3598720948526405e-06,0.0,1.2497606390451562e-05,9.379563644779963e-06
fallback,8.937358199851363e-06,0.0,0.0,0.0,5.567039077286933e-06,0.0,0.0,0.0,0.0,4.806302489936878e-06,0.0,6.505037973614715e-06,0.0,0.0,5.2293498958400435e-06,1.0115040244280999e-05,3.799439742388524e-06,0.0,1.0891122806256398e-05,8.173883568812367e-06
misappropriated,1.8013756400817058e-05,0.0,0.0,0.0,1.122068552805056e-05,0.0,2.764526352249394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
boost,1.8190054949475106e-06,2.387581968658392e-06,1.0343503080797146e-05,2.3969482067788256e-05,5.664831767351592e-06,3.4458963657344857e-06,1.1164804745204675e-05,4.184991622187844e-06,3.1853034179382294e-06,1.9564061207254077e-06,2.7282249218366967e-06,2.6478617119263472e-06,0.0,3.425869921320014e-06,1.064320796238695e-06,0.0,2.3198222351161486e-06,0.0,6.649474936036015e-06,1.6636167863315738e-06
together,2.3584412152365994e-06,3.869428844953787e-06,1.675991130484914e-05,2.071642163768225e-05,8.078588437243518e-06,6.70113837280455e-06,1.80977420608993e-06,2.9823933862886217e-05,1.2386916115421843e-05,8.876624459616741e-06,1.414519191764227e-05,5.149356709332204e-06,0.0,0.0,1.103705979843241e-05,6.672338529678036e-06,7.518529716354258e-06,9.641251417175683e-06,8.620732832572353e-06,3.235377152491249e-06
overwhelming,1.1750214077103611e-05,7.711671469526653e-06,0.0,0.0,1.4638037447512223e-05,2.2259426976641382e-05,0.0,2.703375421799441e-05,0.0,6.3189906808271015e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.995237893325461e-06,0.0,0.0,0.0
sight,1.5516205209352886e-05,0.0,0.0,0.0,9.664972444889495e-06,0.0,0.0,0.0,0.0,8.344252749467355e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890814854270337e-05,1.4190731978624252e-05
showcase,2.1233659905010653e-05,0.0,0.0,0.0,1.3226348525113494e-05,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ineffective,1.0255653796140615e-05,6.73079079768862e-06,0.0,0.0,1.2776162487895022e-05,0.0,0.0,0.0,4.4899042620883764e-06,0.0,0.0,7.464556739960373e-06,0.0,1.931524449005768e-05,0.0,1.1607048588597551e-05,0.0,0.0,0.0,1.87586182638121e-05
stiffle,2.57718590054935e-05,0.0,0.0,0.0,1.6053171750495306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find,1.7681490316990533e-05,8.511749140847013e-06,3.0157670555794948e-05,1.553934054646704e-05,1.2483707380075304e-05,6.70113837280455e-06,7.238108131827292e-06,0.0,1.3934737880087502e-05,7.608777983732853e-06,8.841924798259336e-06,2.5748451444541737e-06,0.0,2.220980796528416e-06,1.103705979843241e-05,4.003671949925809e-06,5.012669196247527e-06,1.927782753242651e-05,1.292969725036214e-05,6.470227642217962e-06
harassed,1.3382275264811262e-05,4.39152732121746e-06,1.9026246775731696e-05,0.0,0.0,0.0,0.0,1.539477799495617e-05,5.858830472513503e-06,7.196773760993973e-06,0.0,0.0,0.0,1.260229688363097e-05,3.915176863590445e-06,0.0,2.844613359270348e-06,0.0,8.154105745247228e-06,6.1197281634862645e-06
serves,2.3584412152365994e-06,2.3217477182941278e-06,0.0,0.0,2.938048522260391e-06,2.2339638780489625e-06,1.80977420608993e-06,2.7131170301206743e-06,4.129829999275908e-06,3.8047531527753103e-06,1.7686997169101019e-06,8.583187845529175e-07,4.818093284905772e-06,4.441713397175887e-06,1.3799677555800214e-06,1.3346469433983558e-06,4.511459171724815e-06,9.641251417175683e-06,1.0057158121879689e-05,4.313719158686078e-06
criminalize,4.2466059839102006e-05,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5875476005381506e-05,0.0
life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loan,4.821570594411374e-06,1.5820763888959108e-05,0.0,0.0,1.5015560067089298e-05,0.0,5.178266465024204e-05,0.0,3.587739759882258e-05,5.185773351766732e-06,0.0,7.018589115730097e-06,0.0,9.080826703820173e-06,1.6925465501851158e-05,2.1825450899571338e-05,2.049508053642415e-05,0.0,5.875597272541037e-06,4.409687491118287e-06
severe,3.2199035041935948e-06,4.226366313233395e-06,0.0,0.0,2.005662997062934e-06,6.099736264643123e-06,4.941505753147417e-06,0.0,7.047969652178008e-06,1.2119961988413152e-05,4.82935373777074e-06,1.4060083141061697e-05,1.315558350121591e-05,0.0,9.419356656746086e-06,1.093184326956322e-05,9.581167388066385e-06,8.77641795442944e-06,0.0,5.889526097712903e-06
affecting,1.1750214077103611e-05,7.711671469526653e-06,0.0,0.0,1.4638037447512223e-05,0.0,0.0,0.0,5.144219697148111e-06,0.0,0.0,8.552369398256004e-06,0.0,0.0,6.875183850326363e-06,0.0,9.990349773157302e-06,0.0,0.0,0.0
catches,1.5516205209352886e-05,0.0,4.411901335169139e-05,0.0,9.664972444889495e-06,0.0,0.0,0.0,0.0,8.344252749467355e-06,0.0,1.1293438378123595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thereby,8.937358199851363e-06,0.0,0.0,0.0,5.567039077286933e-06,0.0,0.0,2.056220791787607e-05,3.91275714556823e-06,9.612451602741953e-06,0.0,6.505037973614715e-06,0.0,0.0,1.0458518226520846e-05,1.0115040244280999e-05,7.598783637354771e-06,0.0,0.0,0.0
agendas,6.691336158919883e-06,4.39152732121746e-06,0.0,0.0,0.0,1.2675965529502225e-05,0.0,0.0,2.929453288517436e-06,3.5984442966777546e-06,1.0035962024226343e-05,4.870275402939424e-06,0.0,0.0,3.915176863590445e-06,0.0,2.844613359270348e-06,0.0,8.154105745247228e-06,1.2239124211394141e-05
open,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
originally,1.8013756400817058e-05,1.182243747932007e-05,0.0,7.914452290926916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647492963409209e-05
real,6.313272154585642e-06,2.6371855962006504e-06,6.5280132704614e-06,0.0,6.077518448882747e-06,2.175025930867636e-06,2.642949149000865e-06,3.961988438317021e-06,3.769438584154687e-06,2.469642388663476e-06,4.304567501383618e-06,2.5068923395940614e-06,2.3456213715958044e-06,6.4857088237417365e-06,4.365983407608407e-06,4.547363326848696e-06,2.4403479343775537e-06,3.1293920052109364e-06,6.99379434762836e-06,5.774106587248698e-06
choices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knowledge,4.39002021354536e-05,0.0,1.1351230341249152e-05,1.7539582020301853e-05,4.474596263705946e-05,7.562595304221818e-06,0.0,1.8368072867089442e-05,5.243078508170444e-06,4.293660102164785e-06,0.0,0.0,4.891993898118302e-05,0.0,1.1678338100289359e-05,4.5181548395283355e-06,8.485181759894652e-06,0.0,2.4320547771417253e-05,2.9203133111611833e-05
enhanced,1.5515744856134714e-05,0.0,0.0,0.0,4.8324862224447475e-06,0.0,1.1906166940899615e-05,0.0,3.396481457239131e-06,0.0,1.1635945537841943e-05,0.0,0.0,2.922120396702052e-05,9.078550470940825e-06,1.7560196937634486e-05,3.2981159200070803e-06,0.0,0.0,7.095365989312126e-06
bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relief,7.98398605943824e-06,7.859768264155459e-06,1.1351230341249152e-05,3.5074592274107766e-05,4.9732436230163135e-06,7.562595304221818e-06,0.0,0.0,8.738237176714681e-06,0.0,5.987545414281596e-06,2.9056502091942082e-06,0.0,0.0,4.6715785205271165e-06,4.5181548395283355e-06,1.6971219733183804e-06,2.176065568313034e-05,4.864812993977621e-06,0.0
tying,1.5516205209352886e-05,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,1.890814854270337e-05,1.4190731978624252e-05
reunite,1.1750214077103611e-05,0.0,3.341073701709484e-05,5.16252727372267e-05,0.0,0.0,0.0,2.703375421799441e-05,1.0288305752165997e-05,0.0,0.0,0.0,0.0,0.0,1.375012899146794e-05,1.3298548140410977e-05,0.0,0.0,0.0,0.0
upheld,1.3475557300334211e-05,1.7687685780646495e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0420675396834233e-05,1.9615890288145696e-05,0.0,0.0,0.0,0.0,5.728713878624123e-06,0.0,1.6421401734029825e-05,0.0
strata,1.3475557300334211e-05,8.844015103644362e-06,0.0,0.0,0.0,2.552789095824497e-05,0.0,0.0,0.0,7.246839967425782e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.728713878624123e-06,0.0,1.6421401734029825e-05,0.0
treating,4.9949541822938404e-06,6.556193469221893e-06,2.1301131061478447e-05,0.0,3.1113686633991134e-06,0.0,0.0,5.746123824966474e-06,6.560110766730969e-06,2.686206529544616e-06,3.7459377792105617e-06,1.817837550898576e-06,0.0,4.703826089343929e-06,4.383884581905687e-06,5.653120745979565e-06,5.308513041428246e-06,1.3613936360198993e-05,9.129936163049974e-06,9.13604689984122e-06
select,2.497551191464171e-06,4.91724084569181e-06,7.101574958310056e-06,0.0,1.5557130831610639e-06,4.731323021182278e-06,0.0,5.746123824966474e-06,0.0,1.3431246954473304e-06,3.7459377792105617e-06,1.817837550898576e-06,0.0,4.703826089343929e-06,2.9226404574487465e-06,2.826655287714908e-06,1.0617561748455597e-06,6.80751863847001e-06,6.086844162835424e-06,2.2841976554678376e-06
democracy,1.446385350464511e-05,2.2148206992219794e-05,0.0,0.0,6.00655702557334e-06,5.478806468408082e-05,0.0,0.0,6.332456729675169e-06,3.629346483259416e-05,0.0,2.456240989251554e-05,3.939427803126437e-05,0.0,1.1284035411209691e-05,1.0913458290115283e-05,2.049508053642415e-05,0.0,5.875597272541037e-06,1.7637314194794772e-05
ruined,1.3475557300334211e-05,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7698254508921563e-05,0.0,0.0,1.9615890288145696e-05,0.0,7.613008523438156e-05,0.0,0.0,0.0,0.0,0.0,1.2324406601452229e-05
reimbursed,1.1750214077103611e-05,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,0.0,3.606387997620348e-05,0.0,0.0,0.0,0.0,8.552369398256004e-06,0.0,0.0,6.875183850326363e-06,0.0,9.990349773157302e-06,0.0,0.0,0.0
corporate,7.758102604676443e-06,5.0916466816314486e-06,0.0,0.0,4.8324862224447475e-06,1.4696831672419566e-05,1.1906166940899615e-05,0.0,0.0,0.0,1.1635945537841943e-05,5.6467191890617975e-06,3.169733704562755e-05,0.0,4.539354039581388e-06,0.0,3.2981159200070803e-06,0.0,0.0,0.0
strategy,8.937358199851363e-06,5.865592727968652e-06,0.0,0.0,2.226692174234727e-05,0.0,2.7430633289638523e-05,0.0,3.91275714556823e-06,1.4418447348203951e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.598783637354771e-06,0.0,1.0891122806256398e-05,1.6347323543726995e-05
aspire,1.8013756400817058e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3926662890771436e-05,1.0540053677144466e-05,2.0387441889480194e-05,0.0,0.0,0.0,0.0
finess,1.5516205209352886e-05,0.0,4.411901335169139e-05,6.81713814338497e-05,9.664972444889495e-06,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impossible,3.9921114724271684e-06,5.23994753996961e-06,0.0,0.0,0.0,7.562595304221818e-06,6.126594099019492e-06,9.18466333023902e-06,8.738237176714681e-06,6.4403873925864765e-06,1.1974557962879539e-05,2.9056502091942082e-06,0.0,1.5036447639215266e-05,1.4013762462469792e-05,4.5181548395283355e-06,1.0182089690663183e-05,0.0,0.0,7.3019718358694236e-06
accused,6.691336158919883e-06,4.39152732121746e-06,1.9026246775731696e-05,0.0,0.0,0.0,0.0,3.0787454457153335e-05,1.1717356542782846e-05,1.4393088221831065e-05,0.0,2.4349273723673617e-05,0.0,0.0,1.1745122790552303e-05,7.573058282100956e-06,1.706660382383471e-05,0.0,0.0,1.8358188179719206e-05
coalitions,1.1750214077103611e-05,0.0,0.0,0.0,1.4638037447512223e-05,2.2259426976641382e-05,0.0,0.0,1.0288305752165997e-05,1.8956367106743123e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.995237893325461e-06,0.0,1.4318887265329305e-05,0.0
odds,1.8013756400817058e-05,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3926662890771436e-05,0.0,0.0,0.0,0.0,0.0,1.647492963409209e-05
gesture,2.57718590054935e-05,1.6914084160951518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reinforce,1.0255653796140615e-05,6.73079079768862e-06,0.0,0.0,6.388199305605811e-06,1.9428154693601842e-05,0.0,2.3595214712721866e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.000699637563077e-06,0.0,1.3079286334221248e-05,0.0,2.4994309089017515e-05,0.0
declaration,1.5516205209352886e-05,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,1.668823921990703e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3192297278700371e-05,0.0,0.0,0.0
authoritarian,1.3475557300334211e-05,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.246839967425782e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.728713878624123e-06,0.0,1.6421401734029825e-05,1.2324406601452229e-05
discriminate,1.1750214077103611e-05,7.711671469526653e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,0.0,1.7623490952123536e-05,8.552369398256004e-06,0.0,0.0,0.0,0.0,4.995237893325461e-06,0.0,1.4318887265329305e-05,0.0
wont,7.98398605943824e-06,2.6200247878952043e-06,0.0,0.0,9.94611962008425e-06,1.5124340544322572e-05,0.0,1.8368072867089442e-05,1.5728009790184172e-05,8.587046181715547e-06,0.0,1.4526996203585998e-05,0.0,3.758481937967198e-05,9.342832659668664e-06,9.03600625371398e-06,1.1878954819400439e-05,0.0,1.459338372066451e-05,1.4603151185104353e-05
fomo,2.57718590054935e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
get,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
defense,1.446385350464511e-05,1.2656857545306354e-05,1.3709726995794853e-05,0.0,1.2012670041886249e-05,3.652948104592502e-05,0.0,0.0,6.332456729675169e-06,1.8148758884422445e-05,1.4462566226837214e-05,0.0,0.0,1.8160638620035257e-05,8.463173472339651e-06,1.0913458290115283e-05,1.844580510728832e-05,0.0,0.0,2.2046044592667275e-05
100,3.2199035041935948e-06,2.1132243059557394e-06,0.0,0.0,2.005662997062934e-06,6.099736264643123e-06,4.941505753147417e-06,0.0,1.4096671703594917e-06,3.4631225365986676e-06,4.82935373777074e-06,4.687099202577021e-06,0.0,6.064286553949117e-06,3.767938884536049e-06,3.644192478283044e-06,5.47515995368144e-06,8.77641795442944e-06,0.0,1.4722616800387992e-05
endangered,6.691336158919883e-06,0.0,1.9026246775731696e-05,0.0,1.2503544848114917e-05,1.2675965529502225e-05,0.0,0.0,5.858830472513503e-06,7.196773760993973e-06,0.0,1.4610195185166702e-05,0.0,0.0,7.83021779064483e-06,2.2717649164953146e-05,5.689154958261195e-06,0.0002004605883497341,0.0,0.0
citizen,4.821570594411374e-06,6.328675225998869e-06,0.0,0.0,3.0033340180359015e-06,9.133910059405209e-06,0.0,0.0,4.221692656444318e-06,7.778535915940462e-06,0.0,7.018589115730097e-06,0.0,9.080826703820173e-06,8.463173472339651e-06,1.0913458290115283e-05,6.149067006210694e-06,0.0,5.875597272541037e-06,1.3228344562544403e-05
court,7.98398605943824e-06,1.0479486968428878e-05,0.0,0.0,1.4918628045580047e-05,3.780447779048906e-05,6.126594099019492e-06,0.0,1.7477382399089804e-06,8.587046181715547e-06,0.0,5.811174923298865e-06,0.0,7.518643925998386e-06,9.342832659668664e-06,1.3553554283338288e-05,1.0182089690663183e-05,0.0,4.864812993977621e-06,1.0952660560557465e-05
practices,1.7151346333763462e-05,3.7523684220129125e-06,0.0,0.0,7.122620523363509e-06,0.0,8.774435393842127e-06,0.0,0.0,1.537258683364787e-05,8.575291516981302e-06,4.161437762256645e-06,0.0,1.0768112643293047e-05,0.0,6.470847765997953e-06,1.2152376663751687e-05,0.0,1.3934151123500487e-05,3.13699876145057e-05
achieve,9.659137343696866e-06,4.226366313233395e-06,0.0,0.0,2.0053294590348114e-05,2.4394831875422724e-05,9.882561521706211e-06,7.408042046454795e-06,8.457453732234419e-06,8.657391942567643e-06,0.0,4.687099202577021e-06,0.0,1.8190826750791424e-05,7.5356161339030145e-06,7.288140223839826e-06,9.581167388066385e-06,0.0,7.847306960665062e-06,5.889526097712903e-06
revolution,1.5516205209352886e-05,1.0183293363262897e-05,4.411901335169139e-05,6.81713814338497e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9222836801427503e-05,0.0,0.0,0.0,0.0,0.0,0.0
virtual,1.7874186071371312e-05,5.865592727968652e-06,2.5412619930445974e-05,0.0,1.6700499933267082e-05,0.0,6.856721796580045e-05,0.0,0.0,1.4418447348203951e-05,0.0,2.6018466275387167e-05,0.0,0.0,0.0,0.0,0.0,2.4360354547328895e-05,0.0,2.4520319972821783e-05
demonstrates,1.1750214077103611e-05,7.711671469526653e-06,0.0,0.0,0.0,2.2259426976641382e-05,0.0,2.703375421799441e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.995237893325461e-06,0.0,1.4318887265329305e-05,1.0746450978820823e-05
voices,1.1434570126832576e-05,7.5045907095336445e-06,0.0,0.0,0.0,1.0831059285825403e-05,0.0,2.6306536074824117e-05,5.006114922425647e-06,6.149329066143284e-06,0.0,4.161437762256645e-06,0.0,0.0,3.345347746910866e-06,1.2941260969819392e-05,7.291609930864365e-06,0.0,6.967327462678137e-06,1.045779744601409e-05
cancel,1.5967024689636652e-05,1.0479486968428878e-05,0.0,0.0,2.4866677681394862e-06,7.562595304221818e-06,0.0,1.8368072867089442e-05,5.243078508170444e-06,2.146864306093425e-06,5.987545414281596e-06,8.716574153183643e-06,1.6310599293822804e-05,0.0,2.335829810744975e-06,0.0,6.788231024935497e-06,0.0,4.864812993977621e-06,3.651084989508697e-06
polluted,1.5516205209352886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.344252749467355e-06,0.0,0.0,0.0,2.9222836801427503e-05,9.078708079162776e-06,0.0,0.0,0.0,0.0,1.4190731978624252e-05
collectivism,1.2049037603767684e-05,1.0168042863367285e-05,3.2645572436478994e-06,0.0,8.221613748115542e-06,8.697171323788513e-06,3.5237717744328647e-06,6.602412936081794e-06,7.788554932035745e-06,5.5558090920544276e-06,1.7220568396760537e-06,3.7600949536330318e-06,2.3456213715958044e-06,5.405059249902293e-06,3.694421884379305e-06,4.547363326848696e-06,5.611880257086124e-06,1.564822534710387e-06,1.1886443882840384e-05,3.674830176765036e-06
